id,created_at,screen_name,u_created_at,statuses_count,followers,friends,location,profile_background_color,text
ID_1264712535065989122,5/25/2020 0:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17030,52448,17731,"Glasgow, Scotland",C0DEED,"“This is what you can expect to happen … at an average of 3C [increase] ”

“We are seeing a sign of what would be n… https://t.co/Yd1LBJZFyA"
ID_1264719936183767042,5/25/2020 0:48,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90613,38370,27578,"Ottawa, Ontario",131516,@C_Smart_Climate @MichaelEMann @GretaThunberg Thank you for the link and for including me with the others. 👍🤓
ID_1264724622932619265,5/25/2020 1:07,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230345,25416,27237,"Taos, New Mexico, USA",8B542B,No Fear  no enemy  just life and revolutionary change https://t.co/IkQmv4RZJx  Climate #Occupy #BillionaireBuddha https://t.co/JDBcmlrsHo
ID_1264728321947992069,5/25/2020 1:21,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90615,38373,27583,"Ottawa, Ontario",131516,My climate denier stalkers ramble  rant &amp; rave on all day long against me &amp; #climatebrawl... just demonstrates thei… https://t.co/PKTCAKjW9P
ID_1264752800296247300,5/25/2020 2:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17034,52449,17732,"Glasgow, Scotland",C0DEED,"To fight climate change we need to imagine a better future.

I spoke with @smilingmk who is helping to improve the… https://t.co/TMsIQyiyV4"
ID_1264757118558748673,5/25/2020 3:16,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230359,25415,27236,"Taos, New Mexico, USA",8B542B,If we want to survive and flourish then...No more business as usual  time for an intervention... More here… https://t.co/O2HTB29tDB
ID_1264762866630103046,5/25/2020 3:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17035,52449,17732,"Glasgow, Scotland",C0DEED,We have little chance of preventing more than 1.5C of global heating unless existing fossil fuel infrastructure is… https://t.co/MLHixP8Gn6
ID_1264766928666669057,5/25/2020 3:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230364,25415,27236,"Taos, New Mexico, USA",8B542B,SteamDrills -Hidden in our very ordinariness is our heroism #Occupy #OWS Climate 5Star Inspiration from @RiveraSunAuthor
ID_1264772932766584832,5/25/2020 4:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17036,52452,17731,"Glasgow, Scotland",C0DEED,"The speed and extent of current global warming exceeds any similar event in the past 2 000 years 

""We find that th… https://t.co/c8Xrh7d6hd"
ID_1264777494508404743,5/25/2020 4:37,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47274,1806,3761,troposphere,22330,@drewman_drew @NancyRZiering @funder I do apologise for not representing the full scope of climate SCIENCE denial d… https://t.co/MDjVUi4YSG
ID_1264779713979076608,5/25/2020 4:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3645,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: As we work together to contain #COVID19  we must also work to contain misinformation.… https://t.co/2CgNEzshpX
ID_1264781942148354049,5/25/2020 4:54,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47275,1806,3761,troposphere,22330,@stevenmosher @BradPKeyes @joedieseldodge @ancistroneura @Fauntleroy1934 @JoeTheAtheist @Ceist8 @ianrowley677… https://t.co/MXJuFTHFNk
ID_1264793065618726912,5/25/2020 5:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17038,52453,17732,"Glasgow, Scotland",C0DEED,"“Climate change is no longer a distant threat but something that is impacting economies now ”

In 2018 the US susta… https://t.co/f1aPTMXxtW"
ID_1264793843637063680,5/25/2020 5:42,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230377,25416,27236,"Taos, New Mexico, USA",8B542B,Time to Change the World. 5Star Inspiration Now on Kindle Free with print book https://t.co/zLoS8AbhhK #Climate https://t.co/FQjg5RQPK7
ID_1264803131847856131,5/25/2020 6:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17039,52452,17731,"Glasgow, Scotland",C0DEED,“We risk a ‘climate apartheid’ scenario where the wealthy pay to escape overheating  hunger  and conflict while the… https://t.co/2i9wksNlCK
ID_1264823264834019328,5/25/2020 7:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17041,52455,17731,"Glasgow, Scotland",C0DEED,"“Do you think it’s right that we go on destroying the natural world?”

“a bleached reef is a tragic sight”.

“A des… https://t.co/tUujqmPUDF"
ID_1264825012902596611,5/25/2020 7:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3646,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @andersen_inger: Huge thanks to Sweden🇸🇪 for your strong support of the Environment… https://t.co/PMrgUk80gi
ID_1264826440886910977,5/25/2020 7:51,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28161,2449,280,Caribbean,F5F8FA,"Daily #temperatures anomalies 25.05.20
Incredible heatwave #siberia / #arctic again
+20+25 C over average. Check si… https://t.co/y3UC4qpMRu"
ID_1264827031898001409,5/25/2020 7:53,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28162,2449,280,Caribbean,F5F8FA,"Update on the climate event in  #Siberia
26C inside the arctic circle in may. 
36 in south Russia.
#arctic is the d… https://t.co/JpYPe9C5OS"
ID_1264832023576883200,5/25/2020 8:13,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28165,2449,280,Caribbean,F5F8FA,"#methane  and #co2 #emissions all over the world  23.05.2020
Check out Brazil
And have a look at the middle east fo… https://t.co/Oy8pVQfDA5"
ID_1264833330874322945,5/25/2020 8:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17042,52457,17732,"Glasgow, Scotland",C0DEED,"A warmer planet means more potential for death and illnesses 

It means lower air quality  especially in densely po… https://t.co/ItI2EA5YXv"
ID_1264840113156218880,5/25/2020 8:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3647,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: 70%: proportion of cancer drugs that are natural or synthetic products inspired by nat… https://t.co/IJ6bu6PMde
ID_1264843397363204097,5/25/2020 8:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17043,52456,17731,"Glasgow, Scotland",C0DEED,"""Journalists need to understand that climate change is here and there are victims  there are people who are sufferi… https://t.co/CebUoo6pu2"
ID_1264848717619826705,5/25/2020 9:20,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230390,25413,27237,"Taos, New Mexico, USA",8B542B,SteamDrills -Come on America  let's meet this #climatechange challenge in a showdown #Climate 5Star Inspiration from RiveraSunAuthor
ID_1264853999896989701,5/25/2020 9:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230393,25413,27237,"Taos, New Mexico, USA",8B542B,SteamDrills -Fear and hate poison us all together. ClimateChange 5Star Inspiration from RiveraSunAuthor
ID_1264857530217439232,5/25/2020 9:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230395,25413,27237,"Taos, New Mexico, USA",8B542B,SteamDrills -If we want to be loyal to our country  we have be loyal to the earth that keeps us all alive! Climate #NoKXL Inspiration
ID_1264865650327130112,5/25/2020 10:27,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28168,2452,280,Caribbean,F5F8FA,"""Intact forests are able to withstand some climate change. Yet these heat-tolerant trees also face immediate threat… https://t.co/ebAmfiHrSf"
ID_1264873596163424256,5/25/2020 10:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17046,52454,17729,"Glasgow, Scotland",C0DEED,"""Climate change affects human health by altering exposures to heatwaves  floods  droughts and other extreme events""… https://t.co/q9uz66uUmW"
ID_1264874899329474560,5/25/2020 11:04,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11498,118,85,"Coyoacán, Mexico City",C0DEED,ROAD2RECOVERY | #Coronavirus Is Make-Or-Break Moment For #ClimateChange  #Economists Say || #PandemicRecovery… https://t.co/lrr6nvytQr
ID_1264875694036856833,5/25/2020 11:07,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11501,118,85,"Coyoacán, Mexico City",C0DEED,‘Expect More’ | #ClimateChange Raises Risk of #DamFailures | #Michigan #DamCollapse #CivilEngineers #DamSafety… https://t.co/vaEZUX7TPT
ID_1264882866867011585,5/25/2020 11:35,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90617,38389,27554,"Ottawa, Ontario",131516,Is social media FINALLY going to do something about the propaganda &amp; lies of climate deniers? If so  it is about ti… https://t.co/1h7IOkA0xz
ID_1264883662555959298,5/25/2020 11:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17047,52455,17729,"Glasgow, Scotland",C0DEED,"“We might already have crossed the threshold for a cascade of inter-related tipping points ”

“could trigger a shif… https://t.co/jnBshZkj2t"
ID_1264884138756235264,5/25/2020 11:40,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90618,38389,27554,"Ottawa, Ontario",131516,I know that for humanity to survive  people must believe the science that proves global warming is an imminent thre… https://t.co/lPoxJCaCqT
ID_1264885410930491398,5/25/2020 11:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3648,179,462,"Toronto, Ontario, Canada",709397,"#cc #climatechange RT @UNEP: People’s health is linked to ecosystem health.

And protecting forests 🌳🌴🌲 is key to m… https://t.co/UXucPeF3CR"
ID_1264885446485725189,5/25/2020 11:46,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28171,2453,280,Caribbean,F5F8FA,"#trump
#pence
#BorisJohnson 
#bolsonaro

Similar way of thinking. Similar consequences for the population 
And the… https://t.co/NmxZ1gbsIj"
ID_1264893729103437825,5/25/2020 12:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17048,52454,17727,"Glasgow, Scotland",C0DEED,"""Almost 8 000 new private jets are expected to be bought by multinational companies and the super-rich over the nex… https://t.co/xguE61zqMV"
ID_1264896169240678400,5/25/2020 12:28,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90622,38392,27581,"Ottawa, Ontario",131516,"Science is a friend of humanity.

Those that deny science are not.

- #climatechange #climatecrisis"
ID_1264903795344945152,5/25/2020 12:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17049,52457,17727,"Glasgow, Scotland",C0DEED,"""I’m here to explain why climate science matters.""

""We've witnessed record-breaking storms  precipitation  heat wa… https://t.co/prFjREc36R"
ID_1264904185423835137,5/25/2020 13:00,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230412,25415,27243,"Taos, New Mexico, USA",8B542B,Imagine that one generation can change the course of humanity~#Climate  https://t.co/n3zmemR6tJ https://t.co/y3WGs9m2Ty
ID_1264909715059990531,5/25/2020 13:22,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28181,2455,280,Caribbean,F5F8FA,"Daily CO2
Mauna Loa Obs
24.05 2020 417.69 ppm
24.05 2019 414.78 ppm
+2.91 / 1 yr
49.8 years to double Co2 ppm and r… https://t.co/haTJ6nRQj1"
ID_1264913861695565824,5/25/2020 13:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17050,52460,17727,"Glasgow, Scotland",C0DEED,"“THAWING PERMAFROST is one of the TIPPING POINTS for CLIMATE BREAKDOWN and it’s HAPPENING before our very eyes ”

“… https://t.co/dCDMO8wpM2"
ID_1264914661390127105,5/25/2020 13:42,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230424,25416,27243,"Taos, New Mexico, USA",8B542B,Powerful 5Star Save the World Save Yourself Now on #Kindle #Free w/ print book https://t.co/Ay4HrH04OK Climate https://t.co/2LKkVwjIv0
ID_1264918834126958592,5/25/2020 13:58,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90623,38397,27640,"Ottawa, Ontario",131516,Mr. President - @realdonaldtrump: “Carbon Footprint?” Do you suddenly now accept the science of modern climate chan… https://t.co/KtM6JSGoSC
ID_1264920583252344834,5/25/2020 14:05,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11505,118,85,"Coyoacán, Mexico City",C0DEED,Historic Agreement Gives #MonarchButterflies #RightOfWay | #US #AtRiskSpecies #Conservation #HabitatProtection… https://t.co/i1rLToreaA
ID_1264929903478259717,5/25/2020 14:42,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90626,38396,27646,"Ottawa, Ontario",131516,"Scientists search for understanding of nature.

Deniers think that they already have a better answer.

- #climatecrisis #climatechange"
ID_1264933994115858433,5/25/2020 14:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17051,52462,17728,"Glasgow, Scotland",C0DEED,A study published in The Lancet involving 35 global institutions warns of the damage to children's health that clim… https://t.co/iqBzBBMEvi
ID_1264939551728025601,5/25/2020 15:21,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28182,2456,280,Caribbean,F5F8FA,"24.05.20 daily ice sheet 

#Arctic ..Quite a chart
2sd lowest reading ever. 
I also added the forecast for next wee… https://t.co/3aAXOR3W1D"
ID_1264942813646589953,5/25/2020 15:34,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24411,4507,979,New York City,C0DEED,"This is what the #ClimateCrisis looks like in #Pakistan right now.

""Farmers across Pakistan are suffering the wors… https://t.co/U83x19JPyl"
ID_1264944060583890946,5/25/2020 15:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17052,52462,17728,"Glasgow, Scotland",C0DEED,A global group of 415 investors managing $32 trillion in assets are warning that ignoring action against climate ch… https://t.co/6xno40d7YX
ID_1264944653100634112,5/25/2020 15:41,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90627,38397,27647,"Ottawa, Ontario",131516,"@StefanMolyneux @MaxBasset1 @SeibtNaomi Stefan  why do support these climate deniers?

- #climatebrawl #climatecrisis #climatechange"
ID_1264945016352518148,5/25/2020 15:42,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28185,2455,280,Caribbean,F5F8FA,"Warmest daily temperatures
50 Iraq Pakistan 
47  India 
46 Kuwait
45 Iran
44  Saudi Arabia Senegal 
43  Niger UAE
4… https://t.co/2nmIFMZSxA"
ID_1264945810170621953,5/25/2020 15:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3649,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: Recovery from the #COVID19 pandemic must also lead to countries uniting to preserve th… https://t.co/WVhxYoFY6n
ID_1264945841548275718,5/25/2020 15:46,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3650,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @JoyceMsuya: Africa's strength can been exemplified through its swift response to t… https://t.co/z6wsURR2oL
ID_1264946003351928833,5/25/2020 15:46,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90628,38397,27647,"Ottawa, Ontario",131516,The often happens: I tweet about the faults and evils of climate denial  and a climate denier immediate replies wit… https://t.co/RIG7kzZdz1
ID_1264946116610740224,5/25/2020 15:47,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28186,2455,280,Caribbean,F5F8FA,"RT 😱😱
Daily climate news 25.05.2020
#Arctic sea ice extent :2sd lowest
Heatwave Siberia-arctic
2 countries recordin… https://t.co/YGjiT9EGop"
ID_1264947358967660546,5/25/2020 15:52,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230447,25419,27245,"Taos, New Mexico, USA",8B542B,SteamDrills John Henry is a hero not because he lived  died  won or lost  but because he stood up to the steam drills of his time #Climate
ID_1264948122578452481,5/25/2020 15:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230448,25419,27245,"Taos, New Mexico, USA",8B542B,SteamDrills -It's too hot all the time I tell you. Anybody who don't believe in #globalwarming is just plain stupid #5Star RiveraSunAuthor
ID_1264954126938648576,5/25/2020 16:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17053,52461,17728,"Glasgow, Scotland",C0DEED,"I don't know where to start with extracting the key messages from this article. 

A charitable reading would be hal… https://t.co/ed8udSmFLq"
ID_1264957759184723968,5/25/2020 16:33,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47287,1810,3762,troposphere,22330,@insane_voice @ancistroneura @SimonMaxfield8 @JoeTheAtheist @aussie_skier @WannerKev @DawnTJ90 @Fauntleroy1934… https://t.co/wUA5dJtQJj
ID_1264962696568549377,5/25/2020 16:53,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24412,4508,979,New York City,C0DEED,"New in Nature Climate Change: ""climate velocity"" - a metric that ""defines the likely speed &amp; direction a species sh… https://t.co/wnAdueeTSf"
ID_1264963789146828800,5/25/2020 16:57,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47298,1811,3763,troposphere,22330,@OscarsWild1 @TheDisproof @insane_voice @ancistroneura @SimonMaxfield8 @JoeTheAtheist @aussie_skier @WannerKev… https://t.co/HJ6wC3JP3m
ID_1264963951181299713,5/25/2020 16:58,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11507,118,85,"Coyoacán, Mexico City",C0DEED,Build Back Greener | Interview W Vanessa Nakate  #YoungClimateActivist | #COVID19 #Lockdown #Governments… https://t.co/YMZVATNPEj
ID_1264964193150697472,5/25/2020 16:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17054,52462,17728,"Glasgow, Scotland",C0DEED,"""The consequences of doing nothing grow by the day  the time to act is now.""

""Climate Change is PAIN and anyone wh… https://t.co/JLg4Myvzcm"
ID_1264964256388116481,5/25/2020 16:59,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47299,1811,3763,troposphere,22330,@OscarsWild1 @TheDisproof @insane_voice @ancistroneura @SimonMaxfield8 @JoeTheAtheist @aussie_skier @WannerKev… https://t.co/7BhYWpsJkP
ID_1264965254523392013,5/25/2020 17:03,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47302,1811,3763,troposphere,22330,@OscarsWild1 @TheDisproof @insane_voice @ancistroneura @SimonMaxfield8 @JoeTheAtheist @aussie_skier @WannerKev… https://t.co/J6zqBEbz3C
ID_1264967648447733761,5/25/2020 17:12,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90631,38400,27654,"Ottawa, Ontario",131516,"IMHO  good people are not climate deniers.

- #climatebrawl #climatecrisis #climatechange"
ID_1264969253129555971,5/25/2020 17:19,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47308,1811,3763,troposphere,22330,@Jamz129 @OscarsWild1 @TheDisproof @insane_voice @ancistroneura @SimonMaxfield8 @JoeTheAtheist @aussie_skier… https://t.co/70f7b2PDb3
ID_1264969531639947265,5/25/2020 17:20,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230460,25420,27246,"Taos, New Mexico, USA",8B542B,SteamDrills -You are the fuel that runs this country!  Your hearts!  Your actions! You are America! #ClimateChange 5Star RiveraSunAuthor
ID_1264969726481928203,5/25/2020 17:20,ClimatePatriot,Tue Sep 10 00:27:40 +0000 2013,47309,1811,3763,troposphere,22330,@OscarsWild1 @ancistroneura @TheDisproof @insane_voice @SimonMaxfield8 @JoeTheAtheist @aussie_skier @WannerKev… https://t.co/3FuUod306j
ID_1264974790101737472,5/25/2020 17:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230461,25420,27246,"Taos, New Mexico, USA",8B542B,SteamDrills -I'd like to tell them not to fear. We live in the time of the #GreatTurning #Climate 5Star #Inspiration from RiveraSunAuthor
ID_1264975039100858369,5/25/2020 17:42,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230462,25420,27246,"Taos, New Mexico, USA",8B542B,Violence is the weapon of cowards. Join The #Dandelion Insurrection https://t.co/fVtITodqMy Resist Climate https://t.co/JlFIsk2yam
ID_1264976008018636800,5/25/2020 17:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3651,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @andersen_inger: On #AfricaDay  we celebrate the tremendous progress made by the re… https://t.co/KZqbml6Qzv
ID_1264977703343718410,5/25/2020 17:52,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90632,38400,27653,"Ottawa, Ontario",131516,"Why do I prod climate deniers? Just waiting for their ""witty"" responses. Here is a case in point... more proof that… https://t.co/PzXT5206Om"
ID_1264978057078530049,5/25/2020 17:54,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335114,1806,1860,Vancouver and London,C0DEED,The pressure’s on for Trudeau to use COVID-19 relief to fight climate change. But how? - The Globe and Mail https://t.co/M3yn2aIW2j
ID_1264980675154845697,5/25/2020 18:04,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90634,38402,27662,"Ottawa, Ontario",131516,"IMHO  people with integrity are not climate deniers.

- #climatecrisis #climatechange"
ID_1264987899293884416,5/25/2020 18:33,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335132,1806,1860,Vancouver and London,C0DEED,Climate Change Facts: Where Progress Is and Isn’t Being Made https://t.co/106vVLVa4v
ID_1264988897311969280,5/25/2020 18:37,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230466,25420,27244,"Taos, New Mexico, USA",8B542B,Don't have a flagpole? You can wear your #EarthFlag Free with #SteamDrills Limited Supply https://t.co/CgVd9hySUC… https://t.co/QaAIeZYUVK
ID_1264994182399025158,5/25/2020 18:58,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335143,1806,1860,Vancouver and London,C0DEED,Webinar Wednesday: Fake Climate News (aka Fossil Fuel'd Propaganda) — The Who  Why  &amp; How | CleanTechnica https://t.co/htIuyQDjs0
ID_1264995184476971009,5/25/2020 19:02,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335145,1806,1860,Vancouver and London,C0DEED,Experts Warn Climate Change Is Already Killing Way More People Than We Record https://t.co/sniiypcj94
ID_1264995778935676933,5/25/2020 19:04,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335148,1806,1860,Vancouver and London,C0DEED,What a Week’s Disasters Tell Us About Climate and the Pandemic - The New York Times https://t.co/ixsZH8xnCo
ID_1264998140501004288,5/25/2020 19:13,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90637,38407,27675,"Ottawa, Ontario",131516,"@JeanGuy_LeB I am well aware of the Luntz memo from 2002... and yes  he pushed the concept but ""climate change"" was… https://t.co/nM743jgrcV"
ID_1265004320338194432,5/25/2020 19:38,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90638,38408,27703,"Ottawa, Ontario",131516,"""Liberty "" ""freedom "" &amp; ""patriot"" are shouted out by #MAGA &amp; @realDonaldTrump supporters  #COVIDIOTS  hard-core cli… https://t.co/rcusrFu2ib"
ID_1265004458850869248,5/25/2020 19:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17059,52462,17728,"Glasgow, Scotland",C0DEED,"The biggest single thing that can be done is to stop developing new oil and gas projects. Period!

“Every oil major… https://t.co/wzgGlYoCEQ"
ID_1265009434364952577,5/25/2020 19:58,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90640,38410,27715,"Ottawa, Ontario",131516,@Tutkija5 @realDonaldTrump You again... the one who knows nothing about the science of climate change &amp; claims to h… https://t.co/36AYA53Gn8
ID_1265012384114057222,5/25/2020 20:10,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24416,4506,980,New York City,C0DEED,"""Different global heating at different depths could have major impacts on ocean wildlife  causing disconnects as sp… https://t.co/hdsaIfVurZ"
ID_1265014555987578880,5/25/2020 20:19,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24417,4506,980,New York City,C0DEED,"This is what the #ClimateCrisis looks like in #India right now.

""Locus attacks continue to wreak havoc on farms in… https://t.co/H0Y5QfllVq"
ID_1265016096647766017,5/25/2020 20:25,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24418,4506,980,New York City,C0DEED,"#India: cascading  compounding crises.

""recent locust attacks...might be the result of excess rainfall in March  A… https://t.co/wGr1FAHLt6"
ID_1265017850995056642,5/25/2020 20:32,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90644,38414,27732,"Ottawa, Ontario",131516,@Tutkija5 @realDonaldTrump @IPCC_CH Why should anyone care what you accept within the IPCC reports and the nonsense… https://t.co/8Qa7zEcbfa
ID_1265021399149789185,5/25/2020 20:46,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24420,4506,980,New York City,C0DEED,"This is what the #ClimateCrisis looks like in #Russia right now.

Record-breaking temperatures in northern Siberia:… https://t.co/gkrw2qViui"
ID_1265024591312744448,5/25/2020 20:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17061,52461,17729,"Glasgow, Scotland",C0DEED,You could divest from fossil fuel companies because it's good for the planet or you could divest because other-wise… https://t.co/V0dpI1NUCi
ID_1265026550744956929,5/25/2020 21:06,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90646,38415,27744,"Ottawa, Ontario",131516,@wired_we @thegwpfcom Oh no... he's back... the one who rants and raves and gives cheap shots about #climatebrawl b… https://t.co/NmSvruoRWe
ID_1265027347385856000,5/25/2020 21:09,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90647,38415,27744,"Ottawa, Ontario",131516,"@Tutkija5 @realDonaldTrump @IPCC_CH Not my problem that you don't understand the science.

I gave you a solid refer… https://t.co/0CE8I98fnF"
ID_1265029916799754240,5/25/2020 21:20,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230495,25420,27247,"Taos, New Mexico, USA",8B542B,#SteamDrills All the stardust of the night's infinitude floats above a single grain of earth Climate #5Star #Inspiration - RiveraSunAuthor
ID_1265034069143891968,5/25/2020 21:36,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90652,38417,27751,"Ottawa, Ontario",131516,"@loriblue6 @StefanMolyneux @MaxBasset1 @SeibtNaomi Why?

- #climatebrawl #climatechange #climatecrisis"
ID_1265034657600593925,5/25/2020 21:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17062,52463,17729,"Glasgow, Scotland",C0DEED,"There is a pervasive thread in the US right now... who think we can engineer our way out of this problem

But the U… https://t.co/CvnLRQKOQw"
ID_1265035182425374720,5/25/2020 21:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230497,25420,27247,"Taos, New Mexico, USA",8B542B,SteamDrills -The winds of change aren't blowing in the college-marriage-mortgage-pension sort of way RiveraSunAuthor 5Star Climate
ID_1265037255774740490,5/25/2020 21:49,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90654,38418,27754,"Ottawa, Ontario",131516,"Science seeks solutions.

Those that deny create problems.

- #climatecrisis #climatechange #climatebrawl"
ID_1265038742655504385,5/25/2020 21:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230509,25420,27246,"Taos, New Mexico, USA",8B542B,An Intense Journey Into The Vibrant Complexity Of Nonviolent Change - a book review of The Roots Of Resistance by T… https://t.co/UsOVV4FCSv
ID_1265040447925366784,5/25/2020 22:02,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90655,38420,27754,"Ottawa, Ontario",131516,"@loriblue6 @StefanMolyneux @MaxBasset1 @SeibtNaomi People do have the right to opinions... but their ""opinions"" don… https://t.co/T66A6bcdA6"
ID_1265043274265432064,5/25/2020 22:13,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90656,38421,27755,"Ottawa, Ontario",131516,"@loriblue6 @StefanMolyneux @MaxBasset1 @SeibtNaomi Extremists? We are talking about science. 

The basics of the sc… https://t.co/9t051jyfrp"
