id,created_at,screen_name,u_created_at,statuses_count,followers,friends,location,profile_background_color,text
ID_1265910428384628736,5/28/2020 7:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17148,52517,17724,"Glasgow, Scotland",C0DEED,"""It is very likely that the current climate models overestimate the meltwater retention capacity of the ice sheet a… https://t.co/VyKiqPsPRV"
ID_1265912176373530625,5/28/2020 7:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3667,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: The need to reduce movement to flatten the #COVID19 curve has impacted the travel indu… https://t.co/8pEAjy3uBq
ID_1265920494529896448,5/28/2020 8:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17149,52520,17724,"Glasgow, Scotland",C0DEED,They’ve undertaken a campaign to undermine their own science that predicted global warming &amp; its devastating impact… https://t.co/czaFK5na9J
ID_1265924144287436800,5/28/2020 8:33,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28257,2466,281,Caribbean,F5F8FA,"Daily #temperatures anomalies 28.05.20
The usual ongoing heatwave in #arctic circle
Some heat blobs popping up near… https://t.co/amhwcNTSWB"
ID_1265929956384804866,5/28/2020 8:56,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28258,2466,281,Caribbean,F5F8FA,"Focus on the climate event in  #Russia 
14C inside the arctic circle  near the ESAS
30 in south Russia.
#arctic is… https://t.co/DkLlcGAxsU"
ID_1265930159829454848,5/28/2020 8:57,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28259,2466,281,Caribbean,F5F8FA,"#methane  and #co2 #emissions all over the world  27.05.2020

#ClimateCrisis  #climatechange #GretaThunberg… https://t.co/f6wyXP1R1d"
ID_1265930513556127749,5/28/2020 8:58,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28260,2466,281,Caribbean,F5F8FA,"#methane in #Arctic   27.05.20 
Emissions visible on the daily global map in the arctic.
But renewed massive emissi… https://t.co/wXksKvOPoX"
ID_1265931563553959936,5/28/2020 9:02,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28262,2466,281,Caribbean,F5F8FA,"Daily reminder 
Check how bad the methane situation is
Slightly bigger?? 🤣🤣
3-4 month evolution of #Ch4 mid atmosph… https://t.co/2wNzZfhIRE"
ID_1265935127445676032,5/28/2020 9:17,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230996,25423,27274,"Taos, New Mexico, USA",8B542B,SteamDrills - a vision of hope in a time of #ClimateChange.Inspiration for everyday heroes.https://t.co/1q75cRlAbT https://t.co/4dBeaYViXh
ID_1265935881384398850,5/28/2020 9:20,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230997,25423,27274,"Taos, New Mexico, USA",8B542B,SteamDrills -I think our politicians are scared of us 5Star Climate #NoDAPL Occupy #OWS #NoKXL RiveraSunAuthor
ID_1265940106931830785,5/28/2020 9:36,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90769,38489,27624,"Ottawa, Ontario",131516,"@SchemppShawn @blackbird766 @tim4hire @BonnieLCarter @The_Zero_Zero @SChad71593015 You can click  can't you?

You c… https://t.co/kVTIYe4TXu"
ID_1265940627038093313,5/28/2020 9:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17151,52521,17724,"Glasgow, Scotland",C0DEED,"""You have to fix global warming by stopping burning oil and gas. To think you can just plant trees and keep burning… https://t.co/ouCfScZ3Gg"
ID_1265941159387561986,5/28/2020 9:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,230999,25423,27274,"Taos, New Mexico, USA",8B542B,SteamDrills -We don't have time for enemies  she thought  we've got to trust each other Climate #Inequality #Peace 5Star
ID_1265944701854781440,5/28/2020 9:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231004,25423,27274,"Taos, New Mexico, USA",8B542B,SteamDrills -It is a desperate  uncomfortable race  but the truth is  we are running it Climate 5Star #Inspiration from RiveraSunAuthor
ID_1265944706476802048,5/28/2020 9:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231005,25423,27274,"Taos, New Mexico, USA",8B542B,An Intense Journey Into The Vibrant Complexity Of Nonviolent Change - a book review of The Roots Of Resistance by T… https://t.co/oFCEvFTJjq
ID_1265957254563577856,5/28/2020 10:45,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90774,38491,27626,"Ottawa, Ontario",131516,Canadian Court Slams Trump Climate Advisor in Successful Libel Case https://t.co/PewqOIJSOo - #climatebrawl #climatecrisis #climatechange
ID_1265957277573550080,5/28/2020 10:45,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48426,1482,4483,"Florida, USA",0,Michigan dam failure shows the Midwest's growing vulnerability to climate change - https://t.co/LhyYU6EADT #GoogleAlerts
ID_1265957368153681921,5/28/2020 10:45,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48429,1482,4483,"Florida, USA",0,Cyclone Amphan reinforces urgent need for climate adaptation planning - https://t.co/gPaNZfz1mV #GoogleAlerts
ID_1265957492628037632,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48433,1482,4483,"Florida, USA",0,West York school board scraps textbook over climate change portions - https://t.co/PkTrf9chyM #GoogleAlerts
ID_1265957509820448769,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48434,1482,4483,"Florida, USA",0,Short-term tests validate long-term estimates of climate change - https://t.co/y6F9AHHCrV #GoogleAlerts
ID_1265957528237637638,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48435,1482,4483,"Florida, USA",0,Scientists Identify Climate Change as Major Contributor to Record-Breaking Marine Heatwave - https://t.co/gZhw08BTbH #GoogleAlerts
ID_1265957544729677824,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48436,1482,4483,"Florida, USA",0,Climate change increases migration at the expense of the poor - https://t.co/0LidcB4nxh #GoogleAlerts
ID_1265957589570945024,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48438,1482,4483,"Florida, USA",0,Can Planting a Trillion Trees Stop Climate Change? Scientists Say it's a Lot More Complicated - https://t.co/a7cZ5BM0VC #GoogleAlerts
ID_1265957616737550337,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48439,1482,4483,"Florida, USA",0,Warming climate is changing where birds breed: study - https://t.co/S5wOD4sDpR #GoogleAlerts
ID_1265957663512375297,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48440,1482,4483,"Florida, USA",0,Big Oil Loses Appeal in Climate Change Suits - https://t.co/pCtrSZ1bdL #GoogleAlerts
ID_1265957683015925766,5/28/2020 10:46,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48441,1482,4483,"Florida, USA",0,Addendum: Discrepancy in scientific authority and media visibility of climate change scientists  - https://t.co/NdnBBoHxeZ #GoogleAlerts
ID_1265957861844299776,5/28/2020 10:47,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11610,117,85,"Coyoacán, Mexico City",C0DEED,#COVID19Recovery Will Be #EcologicalTransition  Or It Won't Be A Recovery | #ClimateCrisis #CommunityEnergy… https://t.co/Fy1QV6HmKN
ID_1265957940911054848,5/28/2020 10:47,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48451,1482,4483,"Florida, USA",0,Green Infrastructure Projects Can Have Shorter Payback and Greater Value for Climate Adaptation  - https://t.co/2ea1cwoVGj #GoogleAlerts
ID_1265957958166478849,5/28/2020 10:47,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48452,1482,4483,"Florida, USA",0,Researchers examine climate change perception among specialty-crop producers - https://t.co/71XfipYo9L #GoogleAlerts
ID_1265957976109658113,5/28/2020 10:47,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48453,1482,4483,"Florida, USA",0,Green Infrastructure Projects Can Have Shorter Payback and Greater Value for Climate Adaptation  - https://t.co/eackTjgAk3 #GoogleAlerts
ID_1265957994594000898,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48454,1482,4483,"Florida, USA",0,Financial resources to combat climate change may not reach developing nations amid coronavirus . - https://t.co/b7EoWMrPE6 #GoogleAlerts
ID_1265958015825477632,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48455,1482,4483,"Florida, USA",0,Spain relies on European funds to adapt agriculture to climate change - https://t.co/4krmiAxZHD #GoogleAlerts
ID_1265958034284609537,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48456,1482,4483,"Florida, USA",0,Major international project to tackle climate change resilience in the Horn of Africa - https://t.co/ucaPEIpGsZ #GoogleAlerts
ID_1265958051166728192,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48457,1482,4483,"Florida, USA",0,In Setback to Industry  the Ninth Circuit Sends California Climate Liability Cases Back to State - https://t.co/NSYg17J6r2 #GoogleAlerts
ID_1265958072251486209,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48458,1482,4483,"Florida, USA",0,Climate change master's degree being planned for Ilulissat  Greenland - https://t.co/fPGoUgLez2 #GoogleAlerts
ID_1265958113435357185,5/28/2020 10:48,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48459,1482,4483,"Florida, USA",0,Denmark commits additional DKK 150 mill. (approx. Euro 20 mill.) in climate financing targeted . - https://t.co/v00QKWJuxY #GoogleAlerts
ID_1265958487818985472,5/28/2020 10:49,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48460,1482,4483,"Florida, USA",0,Why a 17% emissions drop does not mean we are addressing climate change - https://t.co/mruldnEH6Q #GoogleAlerts
ID_1265958575467307010,5/28/2020 10:50,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48462,1482,4483,"Florida, USA",0,COVID-19's Climate Gains: What Will Be Left If Economies Open Again? - https://t.co/qlxJfD0eFw #GoogleAlerts
ID_1265958617800495104,5/28/2020 10:50,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48464,1482,4483,"Florida, USA",0,Next UN climate summit to be delayed to November 2021  UK hosts propose - https://t.co/Acdodp8DW0 #GoogleAlerts
ID_1265958636217610241,5/28/2020 10:50,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48465,1482,4483,"Florida, USA",0,We need a bipartisan commitment to combat COVID-19 and climate change. - https://t.co/5r9dwiyd8w #GoogleAlerts
ID_1265958681159573504,5/28/2020 10:50,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48466,1482,4483,"Florida, USA",0,Michigan dam failure shows the Midwest's growing vulnerability to climate change - https://t.co/Lra8SY4w56 #GoogleAlerts
ID_1265958796934995969,5/28/2020 10:51,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48470,1482,4483,"Florida, USA",0,Antarctic ice shelves: research reveals a missing piece of the climate puzzle - https://t.co/22qHenIfoZ #GoogleAlerts
ID_1265958897598242821,5/28/2020 10:51,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48475,1482,4483,"Florida, USA",0,Britain proposes November 2021 date for delayed UN climate summit - https://t.co/CW00sOk6OF #GoogleAlerts
ID_1265959010051805184,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48480,1482,4483,"Florida, USA",0,Young designer blends climate change awareness and fashion - https://t.co/12JJnNMGuz #GoogleAlerts
ID_1265959097544970240,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48483,1482,4483,"Florida, USA",0,Migratory birds in the Eastern US are struggling to adapt to climate change - https://t.co/krhSqdRjti #GoogleAlerts
ID_1265959133750202368,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48485,1482,4483,"Florida, USA",0,Pandemics are indicators of ecosystem damage as storms are of climate change - https://t.co/Ctzzn4zfi2 #GoogleAlerts
ID_1265959161524879360,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48486,1482,4483,"Florida, USA",0,Pandemics are indicators of ecosystem damage as storms are of climate change - https://t.co/lEyGB2A8fe #GoogleAlerts
ID_1265959184232742913,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48487,1482,4483,"Florida, USA",0,Don't Drop This Ball—How Sports Organizations Tackle Climate Change - https://t.co/1YvTEeOKAt #GoogleAlerts
ID_1265959247327760384,5/28/2020 10:52,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48489,1482,4483,"Florida, USA",0,Deep-Sea Biodiversity Likely to be at Greater Risk Due to Climate Change - https://t.co/kgqfxF6HU3 #GoogleAlerts
ID_1265959264453038080,5/28/2020 10:53,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48490,1482,4483,"Florida, USA",0,Asteroid  climate change not responsible for mass extinction 215 million years ago - https://t.co/0pgisvJ5DB #GoogleAlerts
ID_1265959360578097154,5/28/2020 10:53,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48493,1482,4483,"Florida, USA",0,Big Oil loses appeal to stop climate lawsuits from going to court in California - https://t.co/1qVrU0MGn8 #GoogleAlerts
ID_1265959395147550720,5/28/2020 10:53,BlondieClimate,Tue Dec 05 21:32:20 +0000 2017,48495,1482,4483,"Florida, USA",0,Britain Proposes Hosting UN Climate Summit In November 2021: Report - https://t.co/ZUcyvTJLad #GoogleAlerts
ID_1265961013385613313,5/28/2020 11:00,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11618,117,85,"Coyoacán, Mexico City",C0DEED,It Will Get Darker Before the Dawn | #COVID19Crisis #EconomicImpact #Pandemic #GlobalEconomy #Denial… https://t.co/H2mL7NSFOg
ID_1265964857418973185,5/28/2020 11:15,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90776,38492,27629,"Ottawa, Ontario",131516,"Who let the trolls out... beep  beep  beep  beep  beep

A collection of cherry-picked newspaper articles is just a… https://t.co/Gjv0607yP9"
ID_1265965085379485696,5/28/2020 11:16,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231011,25421,27274,"Taos, New Mexico, USA",8B542B,Got Strategy? Actions – Campaigns – #Nonviolent Movements! ...More here: https://t.co/lYF9JL3qXg  from RiveraSunAut… https://t.co/HSsUQAZn8M
ID_1265970826064482305,5/28/2020 11:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17154,52521,17725,"Glasgow, Scotland",C0DEED,“The great global challenges like climate change and biodiversity loss have not gone away and it will be the duty o… https://t.co/dAjhNVDiyw
ID_1265972575810859008,5/28/2020 11:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3668,179,462,"Toronto, Ontario, Canada",709397,"#cc #climatechange RT @UNEP: RT @ICLEI: What does #GreenRecovery look like? Investing in cities &amp; regions!
Upcoming… https://t.co/S5r1j6ollb"
ID_1265979469157879808,5/28/2020 12:13,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90777,38490,27631,"Ottawa, Ontario",131516,A particularly nasty type of climate denial trolls are stalkers  who  in this case  sent over 20 replies  many with… https://t.co/anQvDPZCKx
ID_1265980892566044672,5/28/2020 12:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17155,52521,17725,"Glasgow, Scotland",C0DEED,"""Indigenous people believe that climate change has even affected their physical health: previously controlled disea… https://t.co/lA1GDU8dGn"
ID_1265981634907705346,5/28/2020 12:21,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90779,38491,27632,"Ottawa, Ontario",131516,"@realDonaldTrump Yes  your term as President  certainly is @realDonaldTrump 

- #climatecrisis #resist #resistance #Election2020"
ID_1265987200543588355,5/28/2020 12:44,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24499,4501,982,New York City,C0DEED,"This is what the #ClimateCrisis looks like in the #Arctic right now.

""Dormant 'zombie fires' scattered across the… https://t.co/26ArJPHgVa"
ID_1265988240282202113,5/28/2020 12:48,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24500,4501,982,New York City,C0DEED,"""Aging and undermaintained infrastructure in the United States  combined with changing climate over the coming deca… https://t.co/bz0TW2KTyQ"
ID_1265990958883143680,5/28/2020 12:59,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17156,52523,17725,"Glasgow, Scotland",C0DEED,"""communities all over Seattle are suffering from the new fossil fuel infrastructure being built to lock in decades… https://t.co/ooLwnlUfiG"
ID_1265995312512094214,5/28/2020 13:16,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90784,38492,27632,"Ottawa, Ontario",131516,"Who let the trolls out... beep...

Every scientist is corrupt... even NASA... according to climate deniers... such… https://t.co/or4HIHfo4W"
ID_1265996831886061568,5/28/2020 13:22,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90785,38492,27632,"Ottawa, Ontario",131516,A casual perusal of the new @BotSentinel rating system shows Twitter handles are generally rated  lower than before… https://t.co/23poWb7HDf
ID_1266000327687450631,5/28/2020 13:36,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90788,38492,27632,"Ottawa, Ontario",131516,@SchemppShawn @justinetrudeu @blackbird766 @tim4hire @BonnieLCarter @The_Zero_Zero @SChad71593015 When climate deni… https://t.co/pTihAk121M
ID_1266001025288343553,5/28/2020 13:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17157,52523,17724,"Glasgow, Scotland",C0DEED,"Government Climate Science in the Age of Trump:

1. Documents are difficult to find;

2. Web pages are buried;

3.… https://t.co/ccMvN6Q8Jn"
ID_1266001553653104658,5/28/2020 13:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231029,25421,27275,"Taos, New Mexico, USA",8B542B,SteamDrills -We need some cultural and moral courage.  We have to care #Climate Inequality #Racism #OWS #NoKXL
ID_1266002775533432832,5/28/2020 13:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3669,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @andersen_inger: It is time #ForNature. We are losing species. We are polluting our… https://t.co/QBXcNmXzaq
ID_1266002806479228934,5/28/2020 13:46,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3670,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: Our sincerest thanks to @antonioguterres @andersen_inger @cmittermeier @PaulNicklen… https://t.co/5u5ltkVBxD
ID_1266002833297616897,5/28/2020 13:46,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3671,179,462,"Toronto, Ontario, Canada",709397,"#cc #climatechange RT @UNEP: Do you have a favourite place in nature?

Does nature support your livelihood?

Is the… https://t.co/cnfA3jgYIE"
ID_1266002864410898433,5/28/2020 13:46,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3672,179,462,"Toronto, Ontario, Canada",709397,"#cc #climatechange RT @UNEP: We rely on nature for our health  jobs &amp; so much more.

For #WorldEnvironmentDay … https://t.co/MgUCUR8vdf"
ID_1266011091571630080,5/28/2020 14:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17158,52524,17725,"Glasgow, Scotland",C0DEED,"""If the planet could talk ""

""it would be screaming in agony or weeping in despair. Maybe both.""

#ActOnClimate… https://t.co/22SxyCbpYQ"
ID_1266014320783167489,5/28/2020 14:31,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90791,38495,27639,"Ottawa, Ontario",131516,@poynton_j @thinks_about_it @mtnman0038 @Climatehope2 @RijpeW @austbondlover @DougGra79750897 @no2wind @documentavi… https://t.co/EpDAm5iUcW
ID_1266023921717035009,5/28/2020 15:09,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90804,38496,27641,"Ottawa, Ontario",131516,"@DawnTJ90 Just like the ""graph from NOAA."" Was that one of your ""facts"" Dawn?

- #climatebrawl #climatecrisis #climatechange"
ID_1266025425681166340,5/28/2020 15:15,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90807,38495,27640,"Ottawa, Ontario",131516,@DawnTJ90 Memes... videos...? Why not add blogs too? Climate deniers love sources that have no quality-control asso… https://t.co/0mJxAdHsX4
ID_1266025738328825856,5/28/2020 15:17,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231044,25423,27277,"Taos, New Mexico, USA",8B542B,We are of the #earth but losing it all. #SteamDrills -Inspiration for #ClimateChange. https://t.co/dRoVIqiAOu https://t.co/c33f9PYw7f
ID_1266029947384025088,5/28/2020 15:33,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335636,1812,1860,Vancouver and London,C0DEED,BlackRock to flag climate concerns at ExxonMobil AGM | Business | The Guardian https://t.co/BOm6uDaI9G
ID_1266030408522592261,5/28/2020 15:35,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335638,1812,1860,Vancouver and London,C0DEED,Airlines could get free pass on climate for five years under industry proposal https://t.co/IzrtKCIY69
ID_1266030570552754177,5/28/2020 15:36,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335639,1812,1860,Vancouver and London,C0DEED,Democrats’ new climate change policy platform could unite the left - Vox https://t.co/9SLzNkrEkF
ID_1266030714325106691,5/28/2020 15:36,charlierichmond,Mon Sep 22 03:30:33 +0000 2008,335640,1812,1860,Vancouver and London,C0DEED,SF  other California cities permitted to sue oil industry over climate change  judges rule - https://t.co/JgoJypLH0G https://t.co/EXISFxuQ0t
ID_1266031224239222784,5/28/2020 15:39,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17160,52526,17724,"Glasgow, Scotland",C0DEED,“This is an intentional failure of the White House to perform a core duty: inform the American public of the threat… https://t.co/c4nzJYXAGG
ID_1266031724833705984,5/28/2020 15:40,DavidLWindt,Wed Dec 30 16:17:17 +0000 2009,24519,4500,983,New York City,C0DEED,"""“We are working with YouTube to resolve this issue ” Gibbs wrote in his statement  “and have the film back up as s… https://t.co/sxIF7jvwDJ"
ID_1266033160124534784,5/28/2020 15:46,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90812,38498,27642,"Ottawa, Ontario",131516,Climate deniers will use anything to discredit science and scientists  EXCEPT  fact-based evidence... Why? Because… https://t.co/m3Sk9apgUj
ID_1266033836372242432,5/28/2020 15:49,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90813,38498,27642,"Ottawa, Ontario",131516,@DawnTJ90 Now that is the Dawn that I am used to. When climate deniers have lost to science and the truth they slan… https://t.co/jHSJxGd8nV
ID_1266034524519124993,5/28/2020 15:52,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231050,25423,27277,"Taos, New Mexico, USA",8B542B,SteamDrills -Humans blunder on where other animals wisely fear to tread ClimateChange #5Star #Inspiration from RiveraSunAuthor
ID_1266035292177391621,5/28/2020 15:55,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231051,25423,27277,"Taos, New Mexico, USA",8B542B,SteamDrills -Words cannot express to you the tragedy of the ecological holocaust in the #Coal mining regions. #MTR ClimateChange 5Star
ID_1266036494336229377,5/28/2020 15:59,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11619,117,85,"Coyoacán, Mexico City",C0DEED,#Michigan #Dams Plus #ClimateChange Equals A Disastrous Mix | #ExtremeWeather #HeavyRains #MidwestFlooding… https://t.co/rN6Tmqxk9b
ID_1266041290564616195,5/28/2020 16:19,PaulEDawson,Thu Nov 15 21:14:22 +0000 2012,17161,52528,17724,"Glasgow, Scotland",C0DEED,You start with the big picture of a WARMING planet  but as you zoom in you find ever more CLIMATIC &amp; GEOLOGICAL &amp; B… https://t.co/inlIx2y2Oc
ID_1266044404994912257,5/28/2020 16:31,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90814,38498,27644,"Ottawa, Ontario",131516,"😡 Lies  dishonesty  bullying  propaganda 😡

are always worth fighting against.

The weapons to do so are:

💚 truth … https://t.co/Cl5Cxv0wPs"
ID_1266046909418004480,5/28/2020 16:41,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28275,2466,281,Caribbean,F5F8FA,"@WeightInnovate Well  it's the future of teenagers which is the most at risk...
Public debt + climate breakdown

In… https://t.co/UqPLjNAMFU"
ID_1266047844663939076,5/28/2020 16:45,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28277,2466,281,Caribbean,F5F8FA,"27.05.20 daily ice sheet 
#Arctic
2sd lowest reading ever. 
Getting ready for a massive move down
How cool is that?… https://t.co/PM1R6kbGAP"
ID_1266048073396113410,5/28/2020 16:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3673,179,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @UNEP_NAmerica: @UNEP @BillNye @billieeilish @carlosvives 30% of birds in… https://t.co/pGgwCHH6ww
ID_1266051894671290368,5/28/2020 17:01,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231059,25424,27277,"Taos, New Mexico, USA",8B542B,It's not every day that you run across an idea so elegant  so eminently practical that your jaw literally drops as… https://t.co/vqnDCQu9d1
ID_1266061768385859586,5/28/2020 17:40,JaneKBrundage,Sat Mar 17 17:26:44 +0000 2012,11620,117,85,"Coyoacán, Mexico City",C0DEED,The Future Sucks | Can We Fix It? #CivilizationalCollapse #EcologicalCollapse #ExtinctionCrisis #ClimateBreakdown… https://t.co/nEPGw0LimV
ID_1266061958593331200,5/28/2020 17:41,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231071,25425,27278,"Taos, New Mexico, USA",8B542B,SteamDrills -A hero is someone who stands his or her ground on behalf of humanity We All Must Be. Climate Inequality 5Star Inspiration
ID_1266062203939172352,5/28/2020 17:42,RiveraSunAuthor,Sun Jan 13 20:20:26 +0000 2013,231072,25425,27278,"Taos, New Mexico, USA",8B542B,Life wants to live  it wants to love. It must love. Survival is not enough https://t.co/Qrib9xpl1H resist Climate https://t.co/VanWVV5yKH
ID_1266064842139598859,5/28/2020 17:52,chriscartw83,Fri Mar 18 15:04:19 +0000 2016,28279,2466,281,Caribbean,F5F8FA,"Daily climate news 28.05.2020

Co2 ppm stuck near 418  despite #lockdown 
Scandinavia oozing methane
Heatwave near… https://t.co/e8XDrpLcGH"
ID_1266072328976334851,5/28/2020 18:22,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90818,38505,27647,"Ottawa, Ontario",131516,@WBrettWilson That you do not understand the science of climate change  in fact you deliberately deny it  is what t… https://t.co/59JVjIv2HW
ID_1266077510619607041,5/28/2020 18:42,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90820,38509,27650,"Ottawa, Ontario",131516,"Climate deniers attack me all the time  but his one goes too far. Family is sacred.

CLIMATE DENIAL IS A LOST CAUSE… https://t.co/3wrauqfGNN"
ID_1266078271147565065,5/28/2020 18:45,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3675,180,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @wildlifechamp: UN World Environment Day 2020 #ForNature https://t.co/LPBiV2smPD
ID_1266078289346600961,5/28/2020 18:46,EcoManDan,Sat Nov 12 00:46:03 +0000 2011,3676,180,462,"Toronto, Ontario, Canada",709397,#cc #climatechange RT @UNEP: RT @kentnnadozie: @UNEP @BillNye @billieeilish @carlosvives #Nature nurtures us  but d… https://t.co/SVOVjFaWeh
ID_1266078666695507976,5/28/2020 18:47,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90822,38509,27650,"Ottawa, Ontario",131516,"If you care about the future of your country and this world  you must vote.

- #climatecrisis #climatechange"
ID_1266079611194085377,5/28/2020 18:51,GeraldKutney,Thu Oct 25 18:16:20 +0000 2012,90823,38509,27650,"Ottawa, Ontario",131516,@nitecrawler1867 @katemyoder @GretaThunberg @neiltyson @BillNye Thank you for including me among this elite group.… https://t.co/tmTkRddob5
